result	table	_time	device	value
_result	1	2022-01-12 14:03:52.652000+00:00	CL831-0201805	93
_result	1	2022-01-12 14:03:53.676000+00:00	CL831-0201805	93
_result	1	2022-01-12 14:03:54.664000+00:00	CL831-0201805	93
_result	1	2022-01-12 14:03:55.672000+00:00	CL831-0201805	94
_result	1	2022-01-12 14:03:56.659000+00:00	CL831-0201805	94
_result	1	2022-01-12 14:03:57.685000+00:00	CL831-0201805	93
_result	1	2022-01-12 14:03:58.709000+00:00	CL831-0201805	91
_result	1	2022-01-12 14:03:59.691000+00:00	CL831-0201805	89
_result	1	2022-01-12 14:04:00.668000+00:00	CL831-0201805	86
_result	1	2022-01-12 14:04:01.659000+00:00	CL831-0201805	83
_result	1	2022-01-12 14:04:02.670000+00:00	CL831-0201805	81
_result	1	2022-01-12 14:04:03.691000+00:00	CL831-0201805	80
_result	1	2022-01-12 14:04:04.715000+00:00	CL831-0201805	79
_result	1	2022-01-12 14:04:50.883000+00:00	CL831-0201805	80
_result	1	2022-01-12 14:04:51.347000+00:00	CL831-0201805	81
_result	1	2022-01-12 14:04:51.994000+00:00	CL831-0201805	80
_result	1	2022-01-12 14:04:54.212000+00:00	CL831-0201805	80
_result	1	2022-01-12 14:04:55.019000+00:00	CL831-0201805	79
_result	1	2022-01-12 14:04:55.924000+00:00	CL831-0201805	79
_result	1	2022-01-12 14:04:56.712000+00:00	CL831-0201805	80
_result	1	2022-01-12 14:04:57.460000+00:00	CL831-0201805	81
_result	1	2022-01-12 14:04:58.449000+00:00	CL831-0201805	81
_result	1	2022-01-12 14:04:59.170000+00:00	CL831-0201805	81
_result	1	2022-01-12 14:04:59.956000+00:00	CL831-0201805	81
_result	1	2022-01-12 14:05:00.652000+00:00	CL831-0201805	83
_result	1	2022-01-12 14:05:01.296000+00:00	CL831-0201805	84
_result	1	2022-01-12 14:05:02.086000+00:00	CL831-0201805	84
_result	1	2022-01-12 14:05:02.705000+00:00	CL831-0201805	83
_result	1	2022-01-12 14:05:03.491000+00:00	CL831-0201805	83
_result	1	2022-01-12 14:05:04.252000+00:00	CL831-0201805	83
_result	1	2022-01-12 14:05:04.951000+00:00	CL831-0201805	83
_result	1	2022-01-12 14:05:05.694000+00:00	CL831-0201805	84
_result	1	2022-01-12 14:05:06.709000+00:00	CL831-0201805	84
_result	1	2022-01-12 14:05:07.698000+00:00	CL831-0201805	82
_result	1	2022-01-12 14:05:08.683000+00:00	CL831-0201805	81
_result	1	2022-01-12 14:05:09.705000+00:00	CL831-0201805	81
_result	1	2022-01-12 14:05:10.698000+00:00	CL831-0201805	80
_result	1	2022-01-12 14:05:11.684000+00:00	CL831-0201805	82
_result	1	2022-01-12 14:05:12.681000+00:00	CL831-0201805	82
_result	1	2022-01-12 14:05:13.689000+00:00	CL831-0201805	79
_result	1	2022-01-12 14:05:14.714000+00:00	CL831-0201805	78
_result	1	2022-01-12 14:05:15.701000+00:00	CL831-0201805	77
_result	1	2022-01-12 14:05:16.708000+00:00	CL831-0201805	77
_result	1	2022-01-12 14:05:17.695000+00:00	CL831-0201805	77
_result	1	2022-01-12 14:05:18.707000+00:00	CL831-0201805	76
_result	1	2022-01-12 14:05:19.737000+00:00	CL831-0201805	76
_result	1	2022-01-12 14:05:20.725000+00:00	CL831-0201805	76
_result	1	2022-01-12 14:16:33.469000+00:00	CL831-0201805	90
_result	1	2022-01-12 14:16:34.042000+00:00	CL831-0201805	86
_result	1	2022-01-12 14:16:35.029000+00:00	CL831-0201805	82
_result	1	2022-01-12 14:16:35.810000+00:00	CL831-0201805	79
_result	1	2022-01-12 14:16:36.629000+00:00	CL831-0201805	76
_result	1	2022-01-12 14:16:37.309000+00:00	CL831-0201805	75
_result	1	2022-01-12 14:16:38.069000+00:00	CL831-0201805	74
_result	1	2022-01-12 14:16:38.699000+00:00	CL831-0201805	75
_result	1	2022-01-12 14:16:39.307000+00:00	CL831-0201805	76
_result	1	2022-01-12 14:16:40.079000+00:00	CL831-0201805	77
_result	1	2022-01-12 14:16:40.825000+00:00	CL831-0201805	79
_result	1	2022-01-12 14:16:41.488000+00:00	CL831-0201805	81
_result	1	2022-01-12 14:16:42.246000+00:00	CL831-0201805	82
_result	1	2022-01-12 14:16:43.236000+00:00	CL831-0201805	84
_result	1	2022-01-12 14:16:44.271000+00:00	CL831-0201805	83
_result	1	2022-01-12 14:16:45.243000+00:00	CL831-0201805	82
_result	1	2022-01-12 14:16:46.241000+00:00	CL831-0201805	82
_result	1	2022-01-12 14:16:47.245000+00:00	CL831-0201805	81
_result	1	2022-01-12 14:16:48.274000+00:00	CL831-0201805	81
_result	1	2022-01-12 14:16:49.233000+00:00	CL831-0201805	82
_result	1	2022-01-12 14:16:50.249000+00:00	CL831-0201805	83
_result	1	2022-01-12 14:16:51.270000+00:00	CL831-0201805	84
_result	1	2022-01-12 14:16:52.269000+00:00	CL831-0201805	85
_result	1	2022-01-12 14:16:53.266000+00:00	CL831-0201805	86
_result	1	2022-01-12 14:16:54.245000+00:00	CL831-0201805	86
_result	1	2022-01-12 14:16:56.508000+00:00	CL831-0201805	88
_result	1	2022-01-12 14:16:57.214000+00:00	CL831-0201805	89
_result	1	2022-01-12 14:16:57.821000+00:00	CL831-0201805	91
_result	1	2022-01-12 14:16:58.484000+00:00	CL831-0201805	93
_result	1	2022-01-12 14:16:59.267000+00:00	CL831-0201805	93
_result	1	2022-01-12 14:17:00.289000+00:00	CL831-0201805	92
_result	1	2022-01-12 14:17:01.266000+00:00	CL831-0201805	90
_result	1	2022-01-12 14:17:02.230000+00:00	CL831-0201805	88
_result	1	2022-01-12 14:17:03.283000+00:00	CL831-0201805	86
_result	1	2022-01-12 14:17:04.263000+00:00	CL831-0201805	85
_result	1	2022-01-12 14:17:05.278000+00:00	CL831-0201805	84
_result	1	2022-01-12 14:17:06.230000+00:00	CL831-0201805	85
_result	1	2022-01-12 14:17:07.230000+00:00	CL831-0201805	85
_result	1	2022-01-12 14:17:08.293000+00:00	CL831-0201805	85
_result	1	2022-01-12 14:17:09.306000+00:00	CL831-0201805	86
_result	1	2022-01-12 14:17:10.230000+00:00	CL831-0201805	87
_result	1	2022-01-12 14:17:11.230000+00:00	CL831-0201805	86
_result	1	2022-01-12 14:17:12.230000+00:00	CL831-0201805	87
_result	1	2022-01-12 14:17:13.207000+00:00	CL831-0201805	86
_result	1	2022-01-12 14:17:14.208000+00:00	CL831-0201805	85
_result	1	2022-01-12 14:17:15.230000+00:00	CL831-0201805	86
_result	1	2022-01-12 14:17:16.230000+00:00	CL831-0201805	89
_result	1	2022-01-12 14:17:17.293000+00:00	CL831-0201805	90
_result	1	2022-01-12 14:17:18.217000+00:00	CL831-0201805	88
_result	1	2022-01-12 14:17:19.247000+00:00	CL831-0201805	84
_result	1	2022-01-12 14:17:20.209000+00:00	CL831-0201805	79
_result	1	2022-01-12 14:17:21.206000+00:00	CL831-0201805	76
_result	1	2022-01-12 14:17:22.209000+00:00	CL831-0201805	76
_result	1	2022-01-12 14:17:23.207000+00:00	CL831-0201805	75
_result	1	2022-01-12 14:17:24.200000+00:00	CL831-0201805	76
_result	1	2022-01-12 14:17:25.190000+00:00	CL831-0201805	78
_result	1	2022-01-12 14:17:26.206000+00:00	CL831-0201805	80
_result	1	2022-01-12 14:17:27.221000+00:00	CL831-0201805	82
_result	1	2022-01-12 14:17:28.207000+00:00	CL831-0201805	82
_result	1	2022-01-12 14:17:29.192000+00:00	CL831-0201805	83
_result	1	2022-01-12 14:17:30.216000+00:00	CL831-0201805	83
_result	1	2022-01-12 14:17:31.195000+00:00	CL831-0201805	83
_result	1	2022-01-12 14:17:32.191000+00:00	CL831-0201805	83
_result	1	2022-01-12 14:17:33.215000+00:00	CL831-0201805	83
_result	1	2022-01-12 14:17:34.231000+00:00	CL831-0201805	84
_result	1	2022-01-12 14:17:35.230000+00:00	CL831-0201805	86
_result	1	2022-01-12 14:17:36.230000+00:00	CL831-0201805	89
_result	1	2022-01-12 14:17:37.230000+00:00	CL831-0201805	88
_result	1	2022-01-12 14:17:38.248000+00:00	CL831-0201805	85
_result	1	2022-01-12 14:17:39.246000+00:00	CL831-0201805	85
_result	1	2022-01-12 14:17:40.270000+00:00	CL831-0201805	85
_result	1	2022-01-12 14:17:41.271000+00:00	CL831-0201805	84
_result	1	2022-01-12 14:17:42.247000+00:00	CL831-0201805	84
_result	1	2022-01-12 14:17:43.233000+00:00	CL831-0201805	84
_result	1	2022-01-12 14:17:44.230000+00:00	CL831-0201805	85
_result	1	2022-01-12 14:17:45.246000+00:00	CL831-0201805	85
_result	1	2022-01-12 14:17:46.258000+00:00	CL831-0201805	85
_result	1	2022-01-12 14:17:47.239000+00:00	CL831-0201805	85
_result	1	2022-01-12 14:17:48.230000+00:00	CL831-0201805	87
_result	1	2022-01-12 14:17:49.237000+00:00	CL831-0201805	88
_result	1	2022-01-12 14:17:50.270000+00:00	CL831-0201805	88
_result	1	2022-01-12 14:17:51.248000+00:00	CL831-0201805	90
_result	1	2022-01-12 14:17:52.247000+00:00	CL831-0201805	91
_result	1	2022-01-12 14:17:53.271000+00:00	CL831-0201805	91
_result	1	2022-01-12 14:17:54.230000+00:00	CL831-0201805	89
_result	1	2022-01-12 14:17:55.284000+00:00	CL831-0201805	88
_result	1	2022-01-12 14:17:56.293000+00:00	CL831-0201805	89
_result	1	2022-01-12 14:17:57.780000+00:00	CL831-0201805	91
_result	1	2022-01-12 14:17:58.338000+00:00	CL831-0201805	92
_result	1	2022-01-12 14:17:59.269000+00:00	CL831-0201805	92
_result	1	2022-01-12 14:18:00.274000+00:00	CL831-0201805	92
_result	1	2022-01-12 14:18:01.279000+00:00	CL831-0201805	91
_result	1	2022-01-12 14:18:02.264000+00:00	CL831-0201805	91
_result	1	2022-01-12 14:18:03.230000+00:00	CL831-0201805	93
_result	2	2022-01-12 14:03:31.504000+00:00	CL880-0203012	73
_result	2	2022-01-12 14:03:32.398000+00:00	CL880-0203012	73
_result	2	2022-01-12 14:03:32.808000+00:00	CL880-0203012	73
_result	2	2022-01-12 14:03:33.202000+00:00	CL880-0203012	73
_result	2	2022-01-12 14:03:33.519000+00:00	CL880-0203012	73
_result	2	2022-01-12 14:03:33.920000+00:00	CL880-0203012	72
_result	2	2022-01-12 14:03:34.319000+00:00	CL880-0203012	72
_result	2	2022-01-12 14:03:34.776000+00:00	CL880-0203012	72
_result	2	2022-01-12 14:03:35.434000+00:00	CL880-0203012	72
_result	2	2022-01-12 14:03:36.420000+00:00	CL880-0203012	72
_result	2	2022-01-12 14:03:37.245000+00:00	CL880-0203012	72
_result	2	2022-01-12 14:03:38.153000+00:00	CL880-0203012	72
_result	2	2022-01-12 14:03:38.976000+00:00	CL880-0203012	72
_result	2	2022-01-12 14:03:39.834000+00:00	CL880-0203012	72
_result	2	2022-01-12 14:03:40.664000+00:00	CL880-0203012	72
_result	2	2022-01-12 14:03:41.443000+00:00	CL880-0203012	72
_result	2	2022-01-12 14:03:42.320000+00:00	CL880-0203012	71
_result	2	2022-01-12 14:03:43.084000+00:00	CL880-0203012	71
_result	2	2022-01-12 14:03:43.918000+00:00	CL880-0203012	71
_result	2	2022-01-12 14:03:44.759000+00:00	CL880-0203012	70
_result	2	2022-01-12 14:03:45.557000+00:00	CL880-0203012	70
_result	2	2022-01-12 14:03:46.411000+00:00	CL880-0203012	70
_result	2	2022-01-12 14:03:47.189000+00:00	CL880-0203012	70
_result	2	2022-01-12 14:03:47.959000+00:00	CL880-0203012	70
_result	2	2022-01-12 14:03:48.795000+00:00	CL880-0203012	70
_result	2	2022-01-12 14:03:49.599000+00:00	CL880-0203012	70
_result	2	2022-01-12 14:03:50.594000+00:00	CL880-0203012	70
_result	2	2022-01-12 14:03:51.596000+00:00	CL880-0203012	70
_result	2	2022-01-12 14:03:52.603000+00:00	CL880-0203012	69
_result	2	2022-01-12 14:03:53.634000+00:00	CL880-0203012	69
_result	2	2022-01-12 14:03:54.595000+00:00	CL880-0203012	69
_result	2	2022-01-12 14:03:55.623000+00:00	CL880-0203012	69
_result	2	2022-01-12 14:03:56.607000+00:00	CL880-0203012	70
_result	2	2022-01-12 14:03:57.631000+00:00	CL880-0203012	71
_result	2	2022-01-12 14:03:58.670000+00:00	CL880-0203012	72
_result	2	2022-01-12 14:03:59.656000+00:00	CL880-0203012	72
_result	2	2022-01-12 14:04:00.626000+00:00	CL880-0203012	73
_result	2	2022-01-12 14:04:01.610000+00:00	CL880-0203012	73
_result	2	2022-01-12 14:04:48.558000+00:00	CL880-0203012	78
_result	2	2022-01-12 14:04:49.106000+00:00	CL880-0203012	78
_result	2	2022-01-12 14:04:49.455000+00:00	CL880-0203012	78
_result	2	2022-01-12 14:04:49.757000+00:00	CL880-0203012	78
_result	2	2022-01-12 14:04:50.144000+00:00	CL880-0203012	78
_result	2	2022-01-12 14:04:50.526000+00:00	CL880-0203012	79
_result	2	2022-01-12 14:04:50.860000+00:00	CL880-0203012	79
_result	2	2022-01-12 14:04:51.324000+00:00	CL880-0203012	79
_result	2	2022-01-12 14:04:51.953000+00:00	CL880-0203012	79
_result	2	2022-01-12 14:04:54.171000+00:00	CL880-0203012	79
_result	2	2022-01-12 14:04:54.949000+00:00	CL880-0203012	79
_result	2	2022-01-12 14:04:55.861000+00:00	CL880-0203012	79
_result	2	2022-01-12 14:04:56.668000+00:00	CL880-0203012	79
_result	2	2022-01-12 14:04:57.386000+00:00	CL880-0203012	79
_result	2	2022-01-12 14:04:58.394000+00:00	CL880-0203012	79
_result	2	2022-01-12 14:04:59.107000+00:00	CL880-0203012	79
_result	2	2022-01-12 14:04:59.894000+00:00	CL880-0203012	79
_result	2	2022-01-12 14:05:00.589000+00:00	CL880-0203012	78
_result	2	2022-01-12 14:05:01.313000+00:00	CL880-0203012	78
_result	2	2022-01-12 14:05:02.039000+00:00	CL880-0203012	77
_result	2	2022-01-12 14:05:02.637000+00:00	CL880-0203012	77
_result	2	2022-01-12 14:05:03.451000+00:00	CL880-0203012	77
_result	2	2022-01-12 14:05:04.198000+00:00	CL880-0203012	77
_result	2	2022-01-12 14:05:04.888000+00:00	CL880-0203012	76
